id,invs_yr,invs_dsrt,invs_area_nm,dnf_src_nm,qtmt_nm,iem_nm,iem_cnt,meter_per_iem_cnt,adm_zn_nm,qtmt_cd,iem_cd,invs_ymd,cst_nm,str_la,str_lo,end_la,end_lo
1,2022.0,4차,거제두모,국내기인,플라스틱류,"통발, 장어통발용 미끼통",0,0,경남,PL,PL_2_11,2.0220731E7,남해안,34.980383,128.694822,34.981023,128.695034
2,2022.0,4차,거제두모,국내기인,플라스틱류,비닐봉지,80,4,경남,PL,PL_2_31,2.0220731E7,남해안,34.980383,128.694822,34.981023,128.695034
3,2022.0,4차,거제두모,국내기인,플라스틱류,"비닐포장(빙과류, 과자봉지 등)",78,3.9,경남,PL,PL_2_32,2.0220731E7,남해안,34.980383,128.694822,34.981023,128.695034
4,2022.0,4차,거제두모,국내기인,플라스틱류,필름형 풍선,0,0,경남,PL,PL_2_33,2.0220731E7,남해안,34.980383,128.694822,34.981023,128.695034
5,2022.0,4차,거제두모,국내기인,플라스틱류,"밧줄(꼬인 것, 어업용)",124,6.2,경남,PL,PL_2_25,2.0220731E7,남해안,34.980383,128.694822,34.981023,128.695034
6,2022.0,4차,거제두모,국내기인,플라스틱류,그물,0,0,경남,PL,PL_2_26,2.0220731E7,남해안,34.980383,128.694822,34.981023,128.695034
7,2022.0,4차,거제두모,국내기인,플라스틱류,낚싯줄,1,0.05,경남,PL,PL_2_27,2.0220731E7,남해안,34.980383,128.694822,34.981023,128.695034
8,2022.0,4차,거제두모,외국기인,플라스틱류,그물,0,0,경남,PL,PL_2_49,2.0220731E7,남해안,34.980383,128.694822,34.981023,128.695034
337,2022.0,5차,거제두모,국내기인,플라스틱류,"통발, 장어통발용 미끼통",0,0,경남,PL,PL_2_11,2.022093E7,남해안,34.980383,128.694822,34.981023,128.695034
338,2022.0,5차,거제두모,국내기인,플라스틱류,비닐봉지,41,2.05,경남,PL,PL_2_31,2.022093E7,남해안,34.980383,128.694822,34.981023,128.695034
339,2022.0,5차,거제두모,국내기인,플라스틱류,"비닐포장(빙과류, 과자봉지 등)",9,0.45,경남,PL,PL_2_32,2.022093E7,남해안,34.980383,128.694822,34.981023,128.695034
340,2022.0,5차,거제두모,국내기인,플라스틱류,필름형 풍선,0,0,경남,PL,PL_2_33,2.022093E7,남해안,34.980383,128.694822,34.981023,128.695034
341,2022.0,5차,거제두모,국내기인,플라스틱류,"밧줄(꼬인 것, 어업용)",44,2.2,경남,PL,PL_2_25,2.022093E7,남해안,34.980383,128.694822,34.981023,128.695034
342,2022.0,5차,거제두모,국내기인,플라스틱류,그물,0,0,경남,PL,PL_2_26,2.022093E7,남해안,34.980383,128.694822,34.981023,128.695034
343,2022.0,5차,거제두모,국내기인,플라스틱류,낚싯줄,0,0,경남,PL,PL_2_27,2.022093E7,남해안,34.980383,128.694822,34.981023,128.695034
344,2022.0,5차,거제두모,외국기인,플라스틱류,그물,0,0,경남,PL,PL_2_49,2.022093E7,남해안,34.980383,128.694822,34.981023,128.695034
113,2022.0,6차,거제두모,국내기인,플라스틱류,"통발, 장어통발용 미끼통",0,0,경남,PL,PL_2_11,2.022113E7,남해안,34.980383,128.694822,34.981023,128.695034
114,2022.0,6차,거제두모,국내기인,플라스틱류,비닐봉지,65,3.25,경남,PL,PL_2_31,2.022113E7,남해안,34.980383,128.694822,34.981023,128.695034
115,2022.0,6차,거제두모,국내기인,플라스틱류,"비닐포장(빙과류, 과자봉지 등)",14,0.7,경남,PL,PL_2_32,2.022113E7,남해안,34.980383,128.694822,34.981023,128.695034
116,2022.0,6차,거제두모,국내기인,플라스틱류,필름형 풍선,0,0,경남,PL,PL_2_33,2.022113E7,남해안,34.980383,128.694822,34.981023,128.695034
117,2022.0,6차,거제두모,국내기인,플라스틱류,"밧줄(꼬인 것, 어업용)",33,1.65,경남,PL,PL_2_25,2.022113E7,남해안,34.980383,128.694822,34.981023,128.695034
118,2022.0,6차,거제두모,국내기인,플라스틱류,그물,0,0,경남,PL,PL_2_26,2.022113E7,남해안,34.980383,128.694822,34.981023,128.695034
119,2022.0,6차,거제두모,국내기인,플라스틱류,낚싯줄,2,0.1,경남,PL,PL_2_27,2.022113E7,남해안,34.980383,128.694822,34.981023,128.695034
120,2022.0,6차,거제두모,외국기인,플라스틱류,그물,0,0,경남,PL,PL_2_49,2.022113E7,남해안,34.980383,128.694822,34.981023,128.695034
449,2022.0,3차,거제두모,국내기인,플라스틱류,"통발, 장어통발용 미끼통",6,0.3,경남,PL,PL_2_11,2.0220531E7,남해안,34.980383,128.694822,34.981023,128.695034
450,2022.0,3차,거제두모,국내기인,플라스틱류,비닐봉지,127,6.35,경남,PL,PL_2_31,2.0220531E7,남해안,34.980383,128.694822,34.981023,128.695034
451,2022.0,3차,거제두모,국내기인,플라스틱류,"비닐포장(빙과류, 과자봉지 등)",43,2.15,경남,PL,PL_2_32,2.0220531E7,남해안,34.980383,128.694822,34.981023,128.695034
452,2022.0,3차,거제두모,국내기인,플라스틱류,필름형 풍선,0,0,경남,PL,PL_2_33,2.0220531E7,남해안,34.980383,128.694822,34.981023,128.695034
453,2022.0,3차,거제두모,국내기인,플라스틱류,"밧줄(꼬인 것, 어업용)",81,4.05,경남,PL,PL_2_25,2.0220531E7,남해안,34.980383,128.694822,34.981023,128.695034
454,2022.0,3차,거제두모,국내기인,플라스틱류,그물,0,0,경남,PL,PL_2_26,2.0220531E7,남해안,34.980383,128.694822,34.981023,128.695034
455,2022.0,3차,거제두모,국내기인,플라스틱류,낚싯줄,2,0.1,경남,PL,PL_2_27,2.0220531E7,남해안,34.980383,128.694822,34.981023,128.695034
456,2022.0,3차,거제두모,외국기인,플라스틱류,그물,0,0,경남,PL,PL_2_49,2.0220531E7,남해안,34.980383,128.694822,34.981023,128.695034
225,2022.0,2차,거제두모,국내기인,플라스틱류,"통발, 장어통발용 미끼통",0,0,경남,PL,PL_2_11,2.0220331E7,남해안,34.980383,128.694822,34.981023,128.695034
226,2022.0,2차,거제두모,국내기인,플라스틱류,비닐봉지,44,2.2,경남,PL,PL_2_31,2.0220331E7,남해안,34.980383,128.694822,34.981023,128.695034
227,2022.0,2차,거제두모,국내기인,플라스틱류,"비닐포장(빙과류, 과자봉지 등)",15,0.75,경남,PL,PL_2_32,2.0220331E7,남해안,34.980383,128.694822,34.981023,128.695034
228,2022.0,2차,거제두모,국내기인,플라스틱류,필름형 풍선,2,0.1,경남,PL,PL_2_33,2.0220331E7,남해안,34.980383,128.694822,34.981023,128.695034
229,2022.0,2차,거제두모,국내기인,플라스틱류,"밧줄(꼬인 것, 어업용)",50,2.5,경남,PL,PL_2_25,2.0220331E7,남해안,34.980383,128.694822,34.981023,128.695034
230,2022.0,2차,거제두모,국내기인,플라스틱류,그물,0,0,경남,PL,PL_2_26,2.0220331E7,남해안,34.980383,128.694822,34.981023,128.695034
231,2022.0,2차,거제두모,국내기인,플라스틱류,낚싯줄,1,0.05,경남,PL,PL_2_27,2.0220331E7,남해안,34.980383,128.694822,34.981023,128.695034
232,2022.0,2차,거제두모,외국기인,플라스틱류,그물,0,0,경남,PL,PL_2_49,2.0220331E7,남해안,34.980383,128.694822,34.981023,128.695034
9,2022.0,4차,고흥신흥,국내기인,플라스틱류,"통발, 장어통발용 미끼통",0,0,전남,PL,PL_2_11,2.0220731E7,남해안,34.584309,127.145063,34.586191,127.145855
10,2022.0,4차,고흥신흥,국내기인,플라스틱류,비닐봉지,1,0.05,전남,PL,PL_2_31,2.0220731E7,남해안,34.584309,127.145063,34.586191,127.145855
11,2022.0,4차,고흥신흥,국내기인,플라스틱류,"비닐포장(빙과류, 과자봉지 등)",0,0,전남,PL,PL_2_32,2.0220731E7,남해안,34.584309,127.145063,34.586191,127.145855
12,2022.0,4차,고흥신흥,국내기인,플라스틱류,필름형 풍선,0,0,전남,PL,PL_2_33,2.0220731E7,남해안,34.584309,127.145063,34.586191,127.145855
13,2022.0,4차,고흥신흥,국내기인,플라스틱류,"밧줄(꼬인 것, 어업용)",14,0.7,전남,PL,PL_2_25,2.0220731E7,남해안,34.584309,127.145063,34.586191,127.145855
14,2022.0,4차,고흥신흥,국내기인,플라스틱류,그물,0,0,전남,PL,PL_2_26,2.0220731E7,남해안,34.584309,127.145063,34.586191,127.145855
15,2022.0,4차,고흥신흥,국내기인,플라스틱류,낚싯줄,0,0,전남,PL,PL_2_27,2.0220731E7,남해안,34.584309,127.145063,34.586191,127.145855
16,2022.0,4차,고흥신흥,외국기인,플라스틱류,그물,0,0,전남,PL,PL_2_49,2.0220731E7,남해안,34.584309,127.145063,34.586191,127.145855
345,2022.0,5차,고흥신흥,국내기인,플라스틱류,"통발, 장어통발용 미끼통",0,0,전남,PL,PL_2_11,2.022093E7,남해안,34.584309,127.145063,34.586191,127.145855
346,2022.0,5차,고흥신흥,국내기인,플라스틱류,비닐봉지,0,0,전남,PL,PL_2_31,2.022093E7,남해안,34.584309,127.145063,34.586191,127.145855
347,2022.0,5차,고흥신흥,국내기인,플라스틱류,"비닐포장(빙과류, 과자봉지 등)",0,0,전남,PL,PL_2_32,2.022093E7,남해안,34.584309,127.145063,34.586191,127.145855
348,2022.0,5차,고흥신흥,국내기인,플라스틱류,필름형 풍선,0,0,전남,PL,PL_2_33,2.022093E7,남해안,34.584309,127.145063,34.586191,127.145855
349,2022.0,5차,고흥신흥,국내기인,플라스틱류,"밧줄(꼬인 것, 어업용)",9,0.45,전남,PL,PL_2_25,2.022093E7,남해안,34.584309,127.145063,34.586191,127.145855
350,2022.0,5차,고흥신흥,국내기인,플라스틱류,그물,0,0,전남,PL,PL_2_26,2.022093E7,남해안,34.584309,127.145063,34.586191,127.145855
351,2022.0,5차,고흥신흥,국내기인,플라스틱류,낚싯줄,0,0,전남,PL,PL_2_27,2.022093E7,남해안,34.584309,127.145063,34.586191,127.145855
352,2022.0,5차,고흥신흥,외국기인,플라스틱류,그물,0,0,전남,PL,PL_2_49,2.022093E7,남해안,34.584309,127.145063,34.586191,127.145855
121,2022.0,6차,고흥신흥,국내기인,플라스틱류,"통발, 장어통발용 미끼통",2,0.1,전남,PL,PL_2_11,2.022113E7,남해안,34.584309,127.145063,34.586191,127.145855
122,2022.0,6차,고흥신흥,국내기인,플라스틱류,비닐봉지,1,0.05,전남,PL,PL_2_31,2.022113E7,남해안,34.584309,127.145063,34.586191,127.145855
123,2022.0,6차,고흥신흥,국내기인,플라스틱류,"비닐포장(빙과류, 과자봉지 등)",2,0.1,전남,PL,PL_2_32,2.022113E7,남해안,34.584309,127.145063,34.586191,127.145855
124,2022.0,6차,고흥신흥,국내기인,플라스틱류,필름형 풍선,0,0,전남,PL,PL_2_33,2.022113E7,남해안,34.584309,127.145063,34.586191,127.145855
125,2022.0,6차,고흥신흥,국내기인,플라스틱류,"밧줄(꼬인 것, 어업용)",16,0.8,전남,PL,PL_2_25,2.022113E7,남해안,34.584309,127.145063,34.586191,127.145855
126,2022.0,6차,고흥신흥,국내기인,플라스틱류,그물,0,0,전남,PL,PL_2_26,2.022113E7,남해안,34.584309,127.145063,34.586191,127.145855
127,2022.0,6차,고흥신흥,국내기인,플라스틱류,낚싯줄,0,0,전남,PL,PL_2_27,2.022113E7,남해안,34.584309,127.145063,34.586191,127.145855
128,2022.0,6차,고흥신흥,외국기인,플라스틱류,그물,0,0,전남,PL,PL_2_49,2.022113E7,남해안,34.584309,127.145063,34.586191,127.145855
457,2022.0,3차,고흥신흥,국내기인,플라스틱류,"통발, 장어통발용 미끼통",0,0,전남,PL,PL_2_11,2.0220531E7,남해안,34.584309,127.145063,34.586191,127.145855
458,2022.0,3차,고흥신흥,국내기인,플라스틱류,비닐봉지,0,0,전남,PL,PL_2_31,2.0220531E7,남해안,34.584309,127.145063,34.586191,127.145855
459,2022.0,3차,고흥신흥,국내기인,플라스틱류,"비닐포장(빙과류, 과자봉지 등)",3,0.15,전남,PL,PL_2_32,2.0220531E7,남해안,34.584309,127.145063,34.586191,127.145855
460,2022.0,3차,고흥신흥,국내기인,플라스틱류,필름형 풍선,0,0,전남,PL,PL_2_33,2.0220531E7,남해안,34.584309,127.145063,34.586191,127.145855
461,2022.0,3차,고흥신흥,국내기인,플라스틱류,"밧줄(꼬인 것, 어업용)",8,0.4,전남,PL,PL_2_25,2.0220531E7,남해안,34.584309,127.145063,34.586191,127.145855
462,2022.0,3차,고흥신흥,국내기인,플라스틱류,그물,0,0,전남,PL,PL_2_26,2.0220531E7,남해안,34.584309,127.145063,34.586191,127.145855
463,2022.0,3차,고흥신흥,국내기인,플라스틱류,낚싯줄,0,0,전남,PL,PL_2_27,2.0220531E7,남해안,34.584309,127.145063,34.586191,127.145855
464,2022.0,3차,고흥신흥,외국기인,플라스틱류,그물,0,0,전남,PL,PL_2_49,2.0220531E7,남해안,34.584309,127.145063,34.586191,127.145855
233,2022.0,2차,고흥신흥,국내기인,플라스틱류,"통발, 장어통발용 미끼통",0,0,전남,PL,PL_2_11,2.0220331E7,남해안,34.584309,127.145063,34.586191,127.145855
234,2022.0,2차,고흥신흥,국내기인,플라스틱류,비닐봉지,4,0.2,전남,PL,PL_2_31,2.0220331E7,남해안,34.584309,127.145063,34.586191,127.145855
235,2022.0,2차,고흥신흥,국내기인,플라스틱류,"비닐포장(빙과류, 과자봉지 등)",0,0,전남,PL,PL_2_32,2.0220331E7,남해안,34.584309,127.145063,34.586191,127.145855
236,2022.0,2차,고흥신흥,국내기인,플라스틱류,필름형 풍선,0,0,전남,PL,PL_2_33,2.0220331E7,남해안,34.584309,127.145063,34.586191,127.145855
237,2022.0,2차,고흥신흥,국내기인,플라스틱류,"밧줄(꼬인 것, 어업용)",35,1.75,전남,PL,PL_2_25,2.0220331E7,남해안,34.584309,127.145063,34.586191,127.145855
238,2022.0,2차,고흥신흥,국내기인,플라스틱류,그물,3,0.15,전남,PL,PL_2_26,2.0220331E7,남해안,34.584309,127.145063,34.586191,127.145855
239,2022.0,2차,고흥신흥,국내기인,플라스틱류,낚싯줄,0,0,전남,PL,PL_2_27,2.0220331E7,남해안,34.584309,127.145063,34.586191,127.145855
240,2022.0,2차,고흥신흥,외국기인,플라스틱류,그물,0,0,전남,PL,PL_2_49,2.0220331E7,남해안,34.584309,127.145063,34.586191,127.145855
17,2022.0,4차,고흥염포,국내기인,플라스틱류,"통발, 장어통발용 미끼통",0,0,전남,PL,PL_2_11,2.0220731E7,남해안,34.432709,127.49205,34.43324,127.49123
18,2022.0,4차,고흥염포,국내기인,플라스틱류,비닐봉지,0,0,전남,PL,PL_2_31,2.0220731E7,남해안,34.432709,127.49205,34.43324,127.49123
19,2022.0,4차,고흥염포,국내기인,플라스틱류,"비닐포장(빙과류, 과자봉지 등)",0,0,전남,PL,PL_2_32,2.0220731E7,남해안,34.432709,127.49205,34.43324,127.49123
20,2022.0,4차,고흥염포,국내기인,플라스틱류,필름형 풍선,0,0,전남,PL,PL_2_33,2.0220731E7,남해안,34.432709,127.49205,34.43324,127.49123
21,2022.0,4차,고흥염포,국내기인,플라스틱류,"밧줄(꼬인 것, 어업용)",13,0.65,전남,PL,PL_2_25,2.0220731E7,남해안,34.432709,127.49205,34.43324,127.49123
22,2022.0,4차,고흥염포,국내기인,플라스틱류,그물,0,0,전남,PL,PL_2_26,2.0220731E7,남해안,34.432709,127.49205,34.43324,127.49123
23,2022.0,4차,고흥염포,국내기인,플라스틱류,낚싯줄,0,0,전남,PL,PL_2_27,2.0220731E7,남해안,34.432709,127.49205,34.43324,127.49123
24,2022.0,4차,고흥염포,외국기인,플라스틱류,그물,0,0,전남,PL,PL_2_49,2.0220731E7,남해안,34.432709,127.49205,34.43324,127.49123
353,2022.0,5차,고흥염포,국내기인,플라스틱류,"통발, 장어통발용 미끼통",0,0,전남,PL,PL_2_11,2.022093E7,남해안,34.432709,127.49205,34.43324,127.49123
354,2022.0,5차,고흥염포,국내기인,플라스틱류,비닐봉지,1,0.05,전남,PL,PL_2_31,2.022093E7,남해안,34.432709,127.49205,34.43324,127.49123
355,2022.0,5차,고흥염포,국내기인,플라스틱류,"비닐포장(빙과류, 과자봉지 등)",0,0,전남,PL,PL_2_32,2.022093E7,남해안,34.432709,127.49205,34.43324,127.49123
356,2022.0,5차,고흥염포,국내기인,플라스틱류,필름형 풍선,0,0,전남,PL,PL_2_33,2.022093E7,남해안,34.432709,127.49205,34.43324,127.49123
357,2022.0,5차,고흥염포,국내기인,플라스틱류,"밧줄(꼬인 것, 어업용)",0,0,전남,PL,PL_2_25,2.022093E7,남해안,34.432709,127.49205,34.43324,127.49123
358,2022.0,5차,고흥염포,국내기인,플라스틱류,그물,0,0,전남,PL,PL_2_26,2.022093E7,남해안,34.432709,127.49205,34.43324,127.49123
359,2022.0,5차,고흥염포,국내기인,플라스틱류,낚싯줄,0,0,전남,PL,PL_2_27,2.022093E7,남해안,34.432709,127.49205,34.43324,127.49123
360,2022.0,5차,고흥염포,외국기인,플라스틱류,그물,0,0,전남,PL,PL_2_49,2.022093E7,남해안,34.432709,127.49205,34.43324,127.49123
129,2022.0,6차,고흥염포,국내기인,플라스틱류,"통발, 장어통발용 미끼통",0,0,전남,PL,PL_2_11,2.022113E7,남해안,34.432709,127.49205,34.43324,127.49123
130,2022.0,6차,고흥염포,국내기인,플라스틱류,비닐봉지,0,0,전남,PL,PL_2_31,2.022113E7,남해안,34.432709,127.49205,34.43324,127.49123
131,2022.0,6차,고흥염포,국내기인,플라스틱류,"비닐포장(빙과류, 과자봉지 등)",0,0,전남,PL,PL_2_32,2.022113E7,남해안,34.432709,127.49205,34.43324,127.49123
132,2022.0,6차,고흥염포,국내기인,플라스틱류,필름형 풍선,0,0,전남,PL,PL_2_33,2.022113E7,남해안,34.432709,127.49205,34.43324,127.49123
133,2022.0,6차,고흥염포,국내기인,플라스틱류,"밧줄(꼬인 것, 어업용)",0,0,전남,PL,PL_2_25,2.022113E7,남해안,34.432709,127.49205,34.43324,127.49123
134,2022.0,6차,고흥염포,국내기인,플라스틱류,그물,0,0,전남,PL,PL_2_26,2.022113E7,남해안,34.432709,127.49205,34.43324,127.49123
135,2022.0,6차,고흥염포,국내기인,플라스틱류,낚싯줄,0,0,전남,PL,PL_2_27,2.022113E7,남해안,34.432709,127.49205,34.43324,127.49123
136,2022.0,6차,고흥염포,외국기인,플라스틱류,그물,0,0,전남,PL,PL_2_49,2.022113E7,남해안,34.432709,127.49205,34.43324,127.49123
465,2022.0,3차,고흥염포,국내기인,플라스틱류,"통발, 장어통발용 미끼통",0,0,전남,PL,PL_2_11,2.0220531E7,남해안,34.432709,127.49205,34.43324,127.49123
466,2022.0,3차,고흥염포,국내기인,플라스틱류,비닐봉지,0,0,전남,PL,PL_2_31,2.0220531E7,남해안,34.432709,127.49205,34.43324,127.49123
467,2022.0,3차,고흥염포,국내기인,플라스틱류,"비닐포장(빙과류, 과자봉지 등)",2,0.1,전남,PL,PL_2_32,2.0220531E7,남해안,34.432709,127.49205,34.43324,127.49123
468,2022.0,3차,고흥염포,국내기인,플라스틱류,필름형 풍선,0,0,전남,PL,PL_2_33,2.0220531E7,남해안,34.432709,127.49205,34.43324,127.49123
469,2022.0,3차,고흥염포,국내기인,플라스틱류,"밧줄(꼬인 것, 어업용)",4,0.2,전남,PL,PL_2_25,2.0220531E7,남해안,34.432709,127.49205,34.43324,127.49123
470,2022.0,3차,고흥염포,국내기인,플라스틱류,그물,0,0,전남,PL,PL_2_26,2.0220531E7,남해안,34.432709,127.49205,34.43324,127.49123
471,2022.0,3차,고흥염포,국내기인,플라스틱류,낚싯줄,0,0,전남,PL,PL_2_27,2.0220531E7,남해안,34.432709,127.49205,34.43324,127.49123
472,2022.0,3차,고흥염포,외국기인,플라스틱류,그물,0,0,전남,PL,PL_2_49,2.0220531E7,남해안,34.432709,127.49205,34.43324,127.49123
241,2022.0,2차,고흥염포,국내기인,플라스틱류,"통발, 장어통발용 미끼통",0,0,전남,PL,PL_2_11,2.0220331E7,남해안,34.432709,127.49205,34.43324,127.49123
242,2022.0,2차,고흥염포,국내기인,플라스틱류,비닐봉지,0,0,전남,PL,PL_2_31,2.0220331E7,남해안,34.432709,127.49205,34.43324,127.49123
243,2022.0,2차,고흥염포,국내기인,플라스틱류,"비닐포장(빙과류, 과자봉지 등)",0,0,전남,PL,PL_2_32,2.0220331E7,남해안,34.432709,127.49205,34.43324,127.49123
244,2022.0,2차,고흥염포,국내기인,플라스틱류,필름형 풍선,0,0,전남,PL,PL_2_33,2.0220331E7,남해안,34.432709,127.49205,34.43324,127.49123
245,2022.0,2차,고흥염포,국내기인,플라스틱류,"밧줄(꼬인 것, 어업용)",46,2.3,전남,PL,PL_2_25,2.0220331E7,남해안,34.432709,127.49205,34.43324,127.49123
246,2022.0,2차,고흥염포,국내기인,플라스틱류,그물,0,0,전남,PL,PL_2_26,2.0220331E7,남해안,34.432709,127.49205,34.43324,127.49123
247,2022.0,2차,고흥염포,국내기인,플라스틱류,낚싯줄,0,0,전남,PL,PL_2_27,2.0220331E7,남해안,34.432709,127.49205,34.43324,127.49123
248,2022.0,2차,고흥염포,외국기인,플라스틱류,그물,0,0,전남,PL,PL_2_49,2.0220331E7,남해안,34.432709,127.49205,34.43324,127.49123
256,2022.0,2차,남해유구,외국기인,플라스틱류,그물,0,0,경남,PL,PL_2_49,2.0220331E7,남해안,34.74927,127.85085,34.748614,127.852069
25,2022.0,4차,남해유구,국내기인,플라스틱류,"통발, 장어통발용 미끼통",1,0.05,경남,PL,PL_2_11,2.0220731E7,남해안,34.74927,127.85085,34.748614,127.852069
26,2022.0,4차,남해유구,국내기인,플라스틱류,비닐봉지,0,0,경남,PL,PL_2_31,2.0220731E7,남해안,34.74927,127.85085,34.748614,127.852069
27,2022.0,4차,남해유구,국내기인,플라스틱류,"비닐포장(빙과류, 과자봉지 등)",0,0,경남,PL,PL_2_32,2.0220731E7,남해안,34.74927,127.85085,34.748614,127.852069
28,2022.0,4차,남해유구,국내기인,플라스틱류,필름형 풍선,0,0,경남,PL,PL_2_33,2.0220731E7,남해안,34.74927,127.85085,34.748614,127.852069
29,2022.0,4차,남해유구,국내기인,플라스틱류,"밧줄(꼬인 것, 어업용)",4,0.2,경남,PL,PL_2_25,2.0220731E7,남해안,34.74927,127.85085,34.748614,127.852069
30,2022.0,4차,남해유구,국내기인,플라스틱류,그물,1,0.05,경남,PL,PL_2_26,2.0220731E7,남해안,34.74927,127.85085,34.748614,127.852069
31,2022.0,4차,남해유구,국내기인,플라스틱류,낚싯줄,0,0,경남,PL,PL_2_27,2.0220731E7,남해안,34.74927,127.85085,34.748614,127.852069
32,2022.0,4차,남해유구,외국기인,플라스틱류,그물,0,0,경남,PL,PL_2_49,2.0220731E7,남해안,34.74927,127.85085,34.748614,127.852069
361,2022.0,5차,남해유구,국내기인,플라스틱류,"통발, 장어통발용 미끼통",3,0.15,경남,PL,PL_2_11,2.022093E7,남해안,34.74927,127.85085,34.748614,127.852069
362,2022.0,5차,남해유구,국내기인,플라스틱류,비닐봉지,0,0,경남,PL,PL_2_31,2.022093E7,남해안,34.74927,127.85085,34.748614,127.852069
363,2022.0,5차,남해유구,국내기인,플라스틱류,"비닐포장(빙과류, 과자봉지 등)",0,0,경남,PL,PL_2_32,2.022093E7,남해안,34.74927,127.85085,34.748614,127.852069
364,2022.0,5차,남해유구,국내기인,플라스틱류,필름형 풍선,0,0,경남,PL,PL_2_33,2.022093E7,남해안,34.74927,127.85085,34.748614,127.852069
365,2022.0,5차,남해유구,국내기인,플라스틱류,"밧줄(꼬인 것, 어업용)",2,0.1,경남,PL,PL_2_25,2.022093E7,남해안,34.74927,127.85085,34.748614,127.852069
366,2022.0,5차,남해유구,국내기인,플라스틱류,그물,1,0.05,경남,PL,PL_2_26,2.022093E7,남해안,34.74927,127.85085,34.748614,127.852069
367,2022.0,5차,남해유구,국내기인,플라스틱류,낚싯줄,0,0,경남,PL,PL_2_27,2.022093E7,남해안,34.74927,127.85085,34.748614,127.852069
368,2022.0,5차,남해유구,외국기인,플라스틱류,그물,0,0,경남,PL,PL_2_49,2.022093E7,남해안,34.74927,127.85085,34.748614,127.852069
137,2022.0,6차,남해유구,국내기인,플라스틱류,"통발, 장어통발용 미끼통",0,0,경남,PL,PL_2_11,2.022113E7,남해안,34.74927,127.85085,34.748614,127.852069
138,2022.0,6차,남해유구,국내기인,플라스틱류,비닐봉지,1,0.05,경남,PL,PL_2_31,2.022113E7,남해안,34.74927,127.85085,34.748614,127.852069
139,2022.0,6차,남해유구,국내기인,플라스틱류,"비닐포장(빙과류, 과자봉지 등)",0,0,경남,PL,PL_2_32,2.022113E7,남해안,34.74927,127.85085,34.748614,127.852069
