id,invs_yr,invs_dsrt,invs_area_nm,dnf_src_nm,qtmt_nm,iem_nm,iem_cnt,meter_per_iem_cnt,adm_zn_nm,qtmt_cd,iem_cd,invs_ymd,cst_nm,str_la,str_lo,end_la,end_lo
140,2022.0,6차,남해유구,국내기인,플라스틱류,필름형 풍선,0,0,경남,PL,PL_2_33,2.022113E7,남해안,34.74927,127.85085,34.748614,127.852069
141,2022.0,6차,남해유구,국내기인,플라스틱류,"밧줄(꼬인 것, 어업용)",3,0.15,경남,PL,PL_2_25,2.022113E7,남해안,34.74927,127.85085,34.748614,127.852069
142,2022.0,6차,남해유구,국내기인,플라스틱류,그물,0,0,경남,PL,PL_2_26,2.022113E7,남해안,34.74927,127.85085,34.748614,127.852069
143,2022.0,6차,남해유구,국내기인,플라스틱류,낚싯줄,0,0,경남,PL,PL_2_27,2.022113E7,남해안,34.74927,127.85085,34.748614,127.852069
144,2022.0,6차,남해유구,외국기인,플라스틱류,그물,0,0,경남,PL,PL_2_49,2.022113E7,남해안,34.74927,127.85085,34.748614,127.852069
473,2022.0,3차,남해유구,국내기인,플라스틱류,"통발, 장어통발용 미끼통",0,0,경남,PL,PL_2_11,2.0220531E7,남해안,34.74927,127.85085,34.748614,127.852069
474,2022.0,3차,남해유구,국내기인,플라스틱류,비닐봉지,2,0.1,경남,PL,PL_2_31,2.0220531E7,남해안,34.74927,127.85085,34.748614,127.852069
475,2022.0,3차,남해유구,국내기인,플라스틱류,"비닐포장(빙과류, 과자봉지 등)",1,0.05,경남,PL,PL_2_32,2.0220531E7,남해안,34.74927,127.85085,34.748614,127.852069
476,2022.0,3차,남해유구,국내기인,플라스틱류,필름형 풍선,0,0,경남,PL,PL_2_33,2.0220531E7,남해안,34.74927,127.85085,34.748614,127.852069
477,2022.0,3차,남해유구,국내기인,플라스틱류,"밧줄(꼬인 것, 어업용)",0,0,경남,PL,PL_2_25,2.0220531E7,남해안,34.74927,127.85085,34.748614,127.852069
478,2022.0,3차,남해유구,국내기인,플라스틱류,그물,0,0,경남,PL,PL_2_26,2.0220531E7,남해안,34.74927,127.85085,34.748614,127.852069
479,2022.0,3차,남해유구,국내기인,플라스틱류,낚싯줄,0,0,경남,PL,PL_2_27,2.0220531E7,남해안,34.74927,127.85085,34.748614,127.852069
480,2022.0,3차,남해유구,외국기인,플라스틱류,그물,0,0,경남,PL,PL_2_49,2.0220531E7,남해안,34.74927,127.85085,34.748614,127.852069
249,2022.0,2차,남해유구,국내기인,플라스틱류,"통발, 장어통발용 미끼통",0,0,경남,PL,PL_2_11,2.0220331E7,남해안,34.74927,127.85085,34.748614,127.852069
250,2022.0,2차,남해유구,국내기인,플라스틱류,비닐봉지,1,0.05,경남,PL,PL_2_31,2.0220331E7,남해안,34.74927,127.85085,34.748614,127.852069
251,2022.0,2차,남해유구,국내기인,플라스틱류,"비닐포장(빙과류, 과자봉지 등)",2,0.1,경남,PL,PL_2_32,2.0220331E7,남해안,34.74927,127.85085,34.748614,127.852069
252,2022.0,2차,남해유구,국내기인,플라스틱류,필름형 풍선,0,0,경남,PL,PL_2_33,2.0220331E7,남해안,34.74927,127.85085,34.748614,127.852069
253,2022.0,2차,남해유구,국내기인,플라스틱류,"밧줄(꼬인 것, 어업용)",1,0.05,경남,PL,PL_2_25,2.0220331E7,남해안,34.74927,127.85085,34.748614,127.852069
254,2022.0,2차,남해유구,국내기인,플라스틱류,그물,0,0,경남,PL,PL_2_26,2.0220331E7,남해안,34.74927,127.85085,34.748614,127.852069
255,2022.0,2차,남해유구,국내기인,플라스틱류,낚싯줄,0,0,경남,PL,PL_2_27,2.0220331E7,남해안,34.74927,127.85085,34.748614,127.852069
257,2022.0,2차,마산봉암,국내기인,플라스틱류,"통발, 장어통발용 미끼통",0,0,경남,PL,PL_2_11,2.0220331E7,남해안,35.2154,128.623975,35.215688,128.623716
258,2022.0,2차,마산봉암,국내기인,플라스틱류,비닐봉지,9,0.45,경남,PL,PL_2_31,2.0220331E7,남해안,35.2154,128.623975,35.215688,128.623716
259,2022.0,2차,마산봉암,국내기인,플라스틱류,"비닐포장(빙과류, 과자봉지 등)",29,1.45,경남,PL,PL_2_32,2.0220331E7,남해안,35.2154,128.623975,35.215688,128.623716
260,2022.0,2차,마산봉암,국내기인,플라스틱류,필름형 풍선,0,0,경남,PL,PL_2_33,2.0220331E7,남해안,35.2154,128.623975,35.215688,128.623716
261,2022.0,2차,마산봉암,국내기인,플라스틱류,"밧줄(꼬인 것, 어업용)",3,0.15,경남,PL,PL_2_25,2.0220331E7,남해안,35.2154,128.623975,35.215688,128.623716
262,2022.0,2차,마산봉암,국내기인,플라스틱류,그물,0,0,경남,PL,PL_2_26,2.0220331E7,남해안,35.2154,128.623975,35.215688,128.623716
263,2022.0,2차,마산봉암,국내기인,플라스틱류,낚싯줄,0,0,경남,PL,PL_2_27,2.0220331E7,남해안,35.2154,128.623975,35.215688,128.623716
264,2022.0,2차,마산봉암,외국기인,플라스틱류,그물,0,0,경남,PL,PL_2_49,2.0220331E7,남해안,35.2154,128.623975,35.215688,128.623716
33,2022.0,4차,마산봉암,국내기인,플라스틱류,"통발, 장어통발용 미끼통",0,0,경남,PL,PL_2_11,2.0220731E7,남해안,35.2154,128.623975,35.215688,128.623716
34,2022.0,4차,마산봉암,국내기인,플라스틱류,비닐봉지,0,0,경남,PL,PL_2_31,2.0220731E7,남해안,35.2154,128.623975,35.215688,128.623716
35,2022.0,4차,마산봉암,국내기인,플라스틱류,"비닐포장(빙과류, 과자봉지 등)",27,1.35,경남,PL,PL_2_32,2.0220731E7,남해안,35.2154,128.623975,35.215688,128.623716
36,2022.0,4차,마산봉암,국내기인,플라스틱류,필름형 풍선,5,0.25,경남,PL,PL_2_33,2.0220731E7,남해안,35.2154,128.623975,35.215688,128.623716
37,2022.0,4차,마산봉암,국내기인,플라스틱류,"밧줄(꼬인 것, 어업용)",0,0,경남,PL,PL_2_25,2.0220731E7,남해안,35.2154,128.623975,35.215688,128.623716
38,2022.0,4차,마산봉암,국내기인,플라스틱류,그물,0,0,경남,PL,PL_2_26,2.0220731E7,남해안,35.2154,128.623975,35.215688,128.623716
39,2022.0,4차,마산봉암,국내기인,플라스틱류,낚싯줄,0,0,경남,PL,PL_2_27,2.0220731E7,남해안,35.2154,128.623975,35.215688,128.623716
40,2022.0,4차,마산봉암,외국기인,플라스틱류,그물,0,0,경남,PL,PL_2_49,2.0220731E7,남해안,35.2154,128.623975,35.215688,128.623716
369,2022.0,5차,마산봉암,국내기인,플라스틱류,"통발, 장어통발용 미끼통",0,0,경남,PL,PL_2_11,2.022093E7,남해안,35.2154,128.623975,35.215688,128.623716
370,2022.0,5차,마산봉암,국내기인,플라스틱류,비닐봉지,0,0,경남,PL,PL_2_31,2.022093E7,남해안,35.2154,128.623975,35.215688,128.623716
371,2022.0,5차,마산봉암,국내기인,플라스틱류,"비닐포장(빙과류, 과자봉지 등)",14,0.7,경남,PL,PL_2_32,2.022093E7,남해안,35.2154,128.623975,35.215688,128.623716
372,2022.0,5차,마산봉암,국내기인,플라스틱류,필름형 풍선,0,0,경남,PL,PL_2_33,2.022093E7,남해안,35.2154,128.623975,35.215688,128.623716
373,2022.0,5차,마산봉암,국내기인,플라스틱류,"밧줄(꼬인 것, 어업용)",0,0,경남,PL,PL_2_25,2.022093E7,남해안,35.2154,128.623975,35.215688,128.623716
374,2022.0,5차,마산봉암,국내기인,플라스틱류,그물,0,0,경남,PL,PL_2_26,2.022093E7,남해안,35.2154,128.623975,35.215688,128.623716
375,2022.0,5차,마산봉암,국내기인,플라스틱류,낚싯줄,0,0,경남,PL,PL_2_27,2.022093E7,남해안,35.2154,128.623975,35.215688,128.623716
376,2022.0,5차,마산봉암,외국기인,플라스틱류,그물,0,0,경남,PL,PL_2_49,2.022093E7,남해안,35.2154,128.623975,35.215688,128.623716
145,2022.0,6차,마산봉암,국내기인,플라스틱류,"통발, 장어통발용 미끼통",0,0,경남,PL,PL_2_11,2.022113E7,남해안,35.2154,128.623975,35.215688,128.623716
146,2022.0,6차,마산봉암,국내기인,플라스틱류,비닐봉지,2,0.1,경남,PL,PL_2_31,2.022113E7,남해안,35.2154,128.623975,35.215688,128.623716
147,2022.0,6차,마산봉암,국내기인,플라스틱류,"비닐포장(빙과류, 과자봉지 등)",29,1.45,경남,PL,PL_2_32,2.022113E7,남해안,35.2154,128.623975,35.215688,128.623716
148,2022.0,6차,마산봉암,국내기인,플라스틱류,필름형 풍선,0,0,경남,PL,PL_2_33,2.022113E7,남해안,35.2154,128.623975,35.215688,128.623716
149,2022.0,6차,마산봉암,국내기인,플라스틱류,"밧줄(꼬인 것, 어업용)",1,0.05,경남,PL,PL_2_25,2.022113E7,남해안,35.2154,128.623975,35.215688,128.623716
150,2022.0,6차,마산봉암,국내기인,플라스틱류,그물,0,0,경남,PL,PL_2_26,2.022113E7,남해안,35.2154,128.623975,35.215688,128.623716
151,2022.0,6차,마산봉암,국내기인,플라스틱류,낚싯줄,2,0.1,경남,PL,PL_2_27,2.022113E7,남해안,35.2154,128.623975,35.215688,128.623716
152,2022.0,6차,마산봉암,외국기인,플라스틱류,그물,0,0,경남,PL,PL_2_49,2.022113E7,남해안,35.2154,128.623975,35.215688,128.623716
481,2022.0,3차,마산봉암,국내기인,플라스틱류,"통발, 장어통발용 미끼통",0,0,경남,PL,PL_2_11,2.0220531E7,남해안,35.2154,128.623975,35.215688,128.623716
482,2022.0,3차,마산봉암,국내기인,플라스틱류,비닐봉지,1,0.05,경남,PL,PL_2_31,2.0220531E7,남해안,35.2154,128.623975,35.215688,128.623716
483,2022.0,3차,마산봉암,국내기인,플라스틱류,"비닐포장(빙과류, 과자봉지 등)",14,0.7,경남,PL,PL_2_32,2.0220531E7,남해안,35.2154,128.623975,35.215688,128.623716
484,2022.0,3차,마산봉암,국내기인,플라스틱류,필름형 풍선,0,0,경남,PL,PL_2_33,2.0220531E7,남해안,35.2154,128.623975,35.215688,128.623716
485,2022.0,3차,마산봉암,국내기인,플라스틱류,"밧줄(꼬인 것, 어업용)",0,0,경남,PL,PL_2_25,2.0220531E7,남해안,35.2154,128.623975,35.215688,128.623716
486,2022.0,3차,마산봉암,국내기인,플라스틱류,그물,0,0,경남,PL,PL_2_26,2.0220531E7,남해안,35.2154,128.623975,35.215688,128.623716
487,2022.0,3차,마산봉암,국내기인,플라스틱류,낚싯줄,0,0,경남,PL,PL_2_27,2.0220531E7,남해안,35.2154,128.623975,35.215688,128.623716
488,2022.0,3차,마산봉암,외국기인,플라스틱류,그물,0,0,경남,PL,PL_2_49,2.0220531E7,남해안,35.2154,128.623975,35.215688,128.623716
265,2022.0,2차,부산해양대,국내기인,플라스틱류,"통발, 장어통발용 미끼통",0,0,부산,PL,PL_2_11,2.0220331E7,남해안,35.075482,129.091375,35.074851,129.090912
266,2022.0,2차,부산해양대,국내기인,플라스틱류,비닐봉지,0,0,부산,PL,PL_2_31,2.0220331E7,남해안,35.075482,129.091375,35.074851,129.090912
267,2022.0,2차,부산해양대,국내기인,플라스틱류,"비닐포장(빙과류, 과자봉지 등)",4,0.2,부산,PL,PL_2_32,2.0220331E7,남해안,35.075482,129.091375,35.074851,129.090912
268,2022.0,2차,부산해양대,국내기인,플라스틱류,필름형 풍선,0,0,부산,PL,PL_2_33,2.0220331E7,남해안,35.075482,129.091375,35.074851,129.090912
269,2022.0,2차,부산해양대,국내기인,플라스틱류,"밧줄(꼬인 것, 어업용)",1,0.05,부산,PL,PL_2_25,2.0220331E7,남해안,35.075482,129.091375,35.074851,129.090912
270,2022.0,2차,부산해양대,국내기인,플라스틱류,그물,0,0,부산,PL,PL_2_26,2.0220331E7,남해안,35.075482,129.091375,35.074851,129.090912
271,2022.0,2차,부산해양대,국내기인,플라스틱류,낚싯줄,0,0,부산,PL,PL_2_27,2.0220331E7,남해안,35.075482,129.091375,35.074851,129.090912
272,2022.0,2차,부산해양대,외국기인,플라스틱류,그물,0,0,부산,PL,PL_2_49,2.0220331E7,남해안,35.075482,129.091375,35.074851,129.090912
41,2022.0,4차,부산해양대,국내기인,플라스틱류,"통발, 장어통발용 미끼통",0,0,부산,PL,PL_2_11,2.0220731E7,남해안,35.075482,129.091375,35.074851,129.090912
42,2022.0,4차,부산해양대,국내기인,플라스틱류,비닐봉지,1,0.05,부산,PL,PL_2_31,2.0220731E7,남해안,35.075482,129.091375,35.074851,129.090912
43,2022.0,4차,부산해양대,국내기인,플라스틱류,"비닐포장(빙과류, 과자봉지 등)",6,0.3,부산,PL,PL_2_32,2.0220731E7,남해안,35.075482,129.091375,35.074851,129.090912
44,2022.0,4차,부산해양대,국내기인,플라스틱류,필름형 풍선,0,0,부산,PL,PL_2_33,2.0220731E7,남해안,35.075482,129.091375,35.074851,129.090912
45,2022.0,4차,부산해양대,국내기인,플라스틱류,"밧줄(꼬인 것, 어업용)",0,0,부산,PL,PL_2_25,2.0220731E7,남해안,35.075482,129.091375,35.074851,129.090912
46,2022.0,4차,부산해양대,국내기인,플라스틱류,그물,0,0,부산,PL,PL_2_26,2.0220731E7,남해안,35.075482,129.091375,35.074851,129.090912
47,2022.0,4차,부산해양대,국내기인,플라스틱류,낚싯줄,0,0,부산,PL,PL_2_27,2.0220731E7,남해안,35.075482,129.091375,35.074851,129.090912
48,2022.0,4차,부산해양대,외국기인,플라스틱류,그물,0,0,부산,PL,PL_2_49,2.0220731E7,남해안,35.075482,129.091375,35.074851,129.090912
377,2022.0,5차,부산해양대,국내기인,플라스틱류,"통발, 장어통발용 미끼통",0,0,부산,PL,PL_2_11,2.022093E7,남해안,35.075482,129.091375,35.074851,129.090912
378,2022.0,5차,부산해양대,국내기인,플라스틱류,비닐봉지,1,0.05,부산,PL,PL_2_31,2.022093E7,남해안,35.075482,129.091375,35.074851,129.090912
379,2022.0,5차,부산해양대,국내기인,플라스틱류,"비닐포장(빙과류, 과자봉지 등)",1,0.05,부산,PL,PL_2_32,2.022093E7,남해안,35.075482,129.091375,35.074851,129.090912
380,2022.0,5차,부산해양대,국내기인,플라스틱류,필름형 풍선,0,0,부산,PL,PL_2_33,2.022093E7,남해안,35.075482,129.091375,35.074851,129.090912
381,2022.0,5차,부산해양대,국내기인,플라스틱류,"밧줄(꼬인 것, 어업용)",0,0,부산,PL,PL_2_25,2.022093E7,남해안,35.075482,129.091375,35.074851,129.090912
382,2022.0,5차,부산해양대,국내기인,플라스틱류,그물,0,0,부산,PL,PL_2_26,2.022093E7,남해안,35.075482,129.091375,35.074851,129.090912
383,2022.0,5차,부산해양대,국내기인,플라스틱류,낚싯줄,0,0,부산,PL,PL_2_27,2.022093E7,남해안,35.075482,129.091375,35.074851,129.090912
384,2022.0,5차,부산해양대,외국기인,플라스틱류,그물,0,0,부산,PL,PL_2_49,2.022093E7,남해안,35.075482,129.091375,35.074851,129.090912
153,2022.0,6차,부산해양대,국내기인,플라스틱류,"통발, 장어통발용 미끼통",0,0,부산,PL,PL_2_11,2.022113E7,남해안,35.075482,129.091375,35.074851,129.090912
154,2022.0,6차,부산해양대,국내기인,플라스틱류,비닐봉지,1,0.05,부산,PL,PL_2_31,2.022113E7,남해안,35.075482,129.091375,35.074851,129.090912
155,2022.0,6차,부산해양대,국내기인,플라스틱류,"비닐포장(빙과류, 과자봉지 등)",2,0.1,부산,PL,PL_2_32,2.022113E7,남해안,35.075482,129.091375,35.074851,129.090912
156,2022.0,6차,부산해양대,국내기인,플라스틱류,필름형 풍선,0,0,부산,PL,PL_2_33,2.022113E7,남해안,35.075482,129.091375,35.074851,129.090912
157,2022.0,6차,부산해양대,국내기인,플라스틱류,"밧줄(꼬인 것, 어업용)",0,0,부산,PL,PL_2_25,2.022113E7,남해안,35.075482,129.091375,35.074851,129.090912
158,2022.0,6차,부산해양대,국내기인,플라스틱류,그물,20,1,부산,PL,PL_2_26,2.022113E7,남해안,35.075482,129.091375,35.074851,129.090912
159,2022.0,6차,부산해양대,국내기인,플라스틱류,낚싯줄,0,0,부산,PL,PL_2_27,2.022113E7,남해안,35.075482,129.091375,35.074851,129.090912
160,2022.0,6차,부산해양대,외국기인,플라스틱류,그물,0,0,부산,PL,PL_2_49,2.022113E7,남해안,35.075482,129.091375,35.074851,129.090912
489,2022.0,3차,부산해양대,국내기인,플라스틱류,"통발, 장어통발용 미끼통",0,0,부산,PL,PL_2_11,2.0220531E7,남해안,35.075482,129.091375,35.074851,129.090912
490,2022.0,3차,부산해양대,국내기인,플라스틱류,비닐봉지,0,0,부산,PL,PL_2_31,2.0220531E7,남해안,35.075482,129.091375,35.074851,129.090912
491,2022.0,3차,부산해양대,국내기인,플라스틱류,"비닐포장(빙과류, 과자봉지 등)",10,0.5,부산,PL,PL_2_32,2.0220531E7,남해안,35.075482,129.091375,35.074851,129.090912
492,2022.0,3차,부산해양대,국내기인,플라스틱류,필름형 풍선,0,0,부산,PL,PL_2_33,2.0220531E7,남해안,35.075482,129.091375,35.074851,129.090912
493,2022.0,3차,부산해양대,국내기인,플라스틱류,"밧줄(꼬인 것, 어업용)",2,0.1,부산,PL,PL_2_25,2.0220531E7,남해안,35.075482,129.091375,35.074851,129.090912
494,2022.0,3차,부산해양대,국내기인,플라스틱류,그물,0,0,부산,PL,PL_2_26,2.0220531E7,남해안,35.075482,129.091375,35.074851,129.090912
495,2022.0,3차,부산해양대,국내기인,플라스틱류,낚싯줄,0,0,부산,PL,PL_2_27,2.0220531E7,남해안,35.075482,129.091375,35.074851,129.090912
496,2022.0,3차,부산해양대,외국기인,플라스틱류,그물,0,0,부산,PL,PL_2_49,2.0220531E7,남해안,35.075482,129.091375,35.074851,129.090912
273,2022.0,2차,사천아두도,국내기인,플라스틱류,"통발, 장어통발용 미끼통",0,0,경남,PL,PL_2_11,2.0220331E7,남해안,34.901437,128.058667,34.901096,128.059412
274,2022.0,2차,사천아두도,국내기인,플라스틱류,비닐봉지,4,0.2,경남,PL,PL_2_31,2.0220331E7,남해안,34.901437,128.058667,34.901096,128.059412
275,2022.0,2차,사천아두도,국내기인,플라스틱류,"비닐포장(빙과류, 과자봉지 등)",4,0.2,경남,PL,PL_2_32,2.0220331E7,남해안,34.901437,128.058667,34.901096,128.059412
276,2022.0,2차,사천아두도,국내기인,플라스틱류,필름형 풍선,0,0,경남,PL,PL_2_33,2.0220331E7,남해안,34.901437,128.058667,34.901096,128.059412
277,2022.0,2차,사천아두도,국내기인,플라스틱류,"밧줄(꼬인 것, 어업용)",4,0.2,경남,PL,PL_2_25,2.0220331E7,남해안,34.901437,128.058667,34.901096,128.059412
278,2022.0,2차,사천아두도,국내기인,플라스틱류,그물,0,0,경남,PL,PL_2_26,2.0220331E7,남해안,34.901437,128.058667,34.901096,128.059412
279,2022.0,2차,사천아두도,국내기인,플라스틱류,낚싯줄,0,0,경남,PL,PL_2_27,2.0220331E7,남해안,34.901437,128.058667,34.901096,128.059412
280,2022.0,2차,사천아두도,외국기인,플라스틱류,그물,0,0,경남,PL,PL_2_49,2.0220331E7,남해안,34.901437,128.058667,34.901096,128.059412
49,2022.0,4차,사천아두도,국내기인,플라스틱류,"통발, 장어통발용 미끼통",0,0,경남,PL,PL_2_11,2.0220731E7,남해안,34.901437,128.058667,34.901096,128.059412
50,2022.0,4차,사천아두도,국내기인,플라스틱류,비닐봉지,4,0.2,경남,PL,PL_2_31,2.0220731E7,남해안,34.901437,128.058667,34.901096,128.059412
51,2022.0,4차,사천아두도,국내기인,플라스틱류,"비닐포장(빙과류, 과자봉지 등)",1,0.05,경남,PL,PL_2_32,2.0220731E7,남해안,34.901437,128.058667,34.901096,128.059412
52,2022.0,4차,사천아두도,국내기인,플라스틱류,필름형 풍선,0,0,경남,PL,PL_2_33,2.0220731E7,남해안,34.901437,128.058667,34.901096,128.059412
53,2022.0,4차,사천아두도,국내기인,플라스틱류,"밧줄(꼬인 것, 어업용)",3,0.15,경남,PL,PL_2_25,2.0220731E7,남해안,34.901437,128.058667,34.901096,128.059412
54,2022.0,4차,사천아두도,국내기인,플라스틱류,그물,1,0.05,경남,PL,PL_2_26,2.0220731E7,남해안,34.901437,128.058667,34.901096,128.059412
55,2022.0,4차,사천아두도,국내기인,플라스틱류,낚싯줄,0,0,경남,PL,PL_2_27,2.0220731E7,남해안,34.901437,128.058667,34.901096,128.059412
56,2022.0,4차,사천아두도,외국기인,플라스틱류,그물,0,0,경남,PL,PL_2_49,2.0220731E7,남해안,34.901437,128.058667,34.901096,128.059412
385,2022.0,5차,사천아두도,국내기인,플라스틱류,"통발, 장어통발용 미끼통",4,0.2,경남,PL,PL_2_11,2.022093E7,남해안,34.901437,128.058667,34.901096,128.059412
386,2022.0,5차,사천아두도,국내기인,플라스틱류,비닐봉지,6,0.3,경남,PL,PL_2_31,2.022093E7,남해안,34.901437,128.058667,34.901096,128.059412
387,2022.0,5차,사천아두도,국내기인,플라스틱류,"비닐포장(빙과류, 과자봉지 등)",0,0,경남,PL,PL_2_32,2.022093E7,남해안,34.901437,128.058667,34.901096,128.059412
388,2022.0,5차,사천아두도,국내기인,플라스틱류,필름형 풍선,0,0,경남,PL,PL_2_33,2.022093E7,남해안,34.901437,128.058667,34.901096,128.059412
389,2022.0,5차,사천아두도,국내기인,플라스틱류,"밧줄(꼬인 것, 어업용)",17,0.85,경남,PL,PL_2_25,2.022093E7,남해안,34.901437,128.058667,34.901096,128.059412
390,2022.0,5차,사천아두도,국내기인,플라스틱류,그물,0,0,경남,PL,PL_2_26,2.022093E7,남해안,34.901437,128.058667,34.901096,128.059412
391,2022.0,5차,사천아두도,국내기인,플라스틱류,낚싯줄,0,0,경남,PL,PL_2_27,2.022093E7,남해안,34.901437,128.058667,34.901096,128.059412
392,2022.0,5차,사천아두도,외국기인,플라스틱류,그물,0,0,경남,PL,PL_2_49,2.022093E7,남해안,34.901437,128.058667,34.901096,128.059412
161,2022.0,6차,사천아두도,국내기인,플라스틱류,"통발, 장어통발용 미끼통",0,0,경남,PL,PL_2_11,2.022113E7,남해안,34.901437,128.058667,34.901096,128.059412
162,2022.0,6차,사천아두도,국내기인,플라스틱류,비닐봉지,4,0.2,경남,PL,PL_2_31,2.022113E7,남해안,34.901437,128.058667,34.901096,128.059412
163,2022.0,6차,사천아두도,국내기인,플라스틱류,"비닐포장(빙과류, 과자봉지 등)",0,0,경남,PL,PL_2_32,2.022113E7,남해안,34.901437,128.058667,34.901096,128.059412
164,2022.0,6차,사천아두도,국내기인,플라스틱류,필름형 풍선,0,0,경남,PL,PL_2_33,2.022113E7,남해안,34.901437,128.058667,34.901096,128.059412
165,2022.0,6차,사천아두도,국내기인,플라스틱류,"밧줄(꼬인 것, 어업용)",7,0.35,경남,PL,PL_2_25,2.022113E7,남해안,34.901437,128.058667,34.901096,128.059412
166,2022.0,6차,사천아두도,국내기인,플라스틱류,그물,0,0,경남,PL,PL_2_26,2.022113E7,남해안,34.901437,128.058667,34.901096,128.059412
167,2022.0,6차,사천아두도,국내기인,플라스틱류,낚싯줄,0,0,경남,PL,PL_2_27,2.022113E7,남해안,34.901437,128.058667,34.901096,128.059412
168,2022.0,6차,사천아두도,외국기인,플라스틱류,그물,0,0,경남,PL,PL_2_49,2.022113E7,남해안,34.901437,128.058667,34.901096,128.059412
497,2022.0,3차,사천아두도,국내기인,플라스틱류,"통발, 장어통발용 미끼통",0,0,경남,PL,PL_2_11,2.0220531E7,남해안,34.901437,128.058667,34.901096,128.059412
498,2022.0,3차,사천아두도,국내기인,플라스틱류,비닐봉지,3,0.15,경남,PL,PL_2_31,2.0220531E7,남해안,34.901437,128.058667,34.901096,128.059412
499,2022.0,3차,사천아두도,국내기인,플라스틱류,"비닐포장(빙과류, 과자봉지 등)",7,0.35,경남,PL,PL_2_32,2.0220531E7,남해안,34.901437,128.058667,34.901096,128.059412
500,2022.0,3차,사천아두도,국내기인,플라스틱류,필름형 풍선,0,0,경남,PL,PL_2_33,2.0220531E7,남해안,34.901437,128.058667,34.901096,128.059412
501,2022.0,3차,사천아두도,국내기인,플라스틱류,"밧줄(꼬인 것, 어업용)",4,0.2,경남,PL,PL_2_25,2.0220531E7,남해안,34.901437,128.058667,34.901096,128.059412
502,2022.0,3차,사천아두도,국내기인,플라스틱류,그물,0,0,경남,PL,PL_2_26,2.0220531E7,남해안,34.901437,128.058667,34.901096,128.059412
503,2022.0,3차,사천아두도,국내기인,플라스틱류,낚싯줄,0,0,경남,PL,PL_2_27,2.0220531E7,남해안,34.901437,128.058667,34.901096,128.059412
504,2022.0,3차,사천아두도,외국기인,플라스틱류,그물,0,0,경남,PL,PL_2_49,2.0220531E7,남해안,34.901437,128.058667,34.901096,128.059412
